Survived,Pclass,Sex,Age,Fare,Embarked,FamilySize
0,1,1,1.9230478774959683,0.3561133912587352,C,1
1,2,0,0.5044477274611955,0.06137082733187515,S,3
1,1,0,2.7111590719597314,0.8529757441380124,C,2
0,2,1,0.031581010782937916,-0.40471885087040094,S,0
0,1,1,0.5832588469075718,0.8529757441380124,C,2
1,1,0,-0.9141524225735773,0.31413484512618645,S,1
0,3,1,-0.2048523475561909,-0.4988331128150913,Q,0
1,1,0,-0.2048523475561909,3.7994243877349976,C,2
0,2,1,0.8196922052467006,-0.35093927261629215,S,0
1,2,0,-0.6777190642344485,-0.26130664219277755,S,1
0,3,1,-0.9929635420199536,-0.4934551549896804,S,2
1,3,0,-0.2048523475561909,0.6090261992195495,S,10
0,2,1,0.8196922052467006,-0.40471885087040094,S,0
0,2,1,0.346825488568443,-0.1716740117692629,S,1
0,1,1,-0.2048523475561909,-0.1716740117692629,S,0
0,3,1,-1.426424698975023,-0.3778290617433466,S,2
0,2,1,2.4747257136206025,-0.4163710928254578,Q,0
0,2,1,-1.70226361703734,-0.055151592218693875,S,2
0,3,1,0.2680143691220667,-0.4969651687970653,S,0
0,1,1,-1.8598858559300926,1.7733540684210047,C,2
1,3,0,-0.9141524225735773,-0.49838494966297375,S,0
0,2,1,-0.520096825341696,-0.44953516608215827,S,0
1,3,0,-0.2048523475561909,-0.49233474710938646,S,0
1,3,0,-0.2048523475561909,-0.3599025356586436,Q,0
0,3,1,-2.306744903191046,-0.37962171435181685,S,2
0,1,1,1.3713700413713346,3.440969157450495,C,1
1,2,0,-1.70226361703734,-0.1716740117692629,S,2
0,2,1,-0.3624745864489434,-0.44953516608215827,S,0
0,1,1,-0.2048523475561909,-0.17630443345694163,C,0
1,3,0,0.4256366080148193,-0.4988331128150913,Q,0
0,2,1,-0.4412857058953197,-0.44953516608215827,S,0
1,1,0,0.2680143691220667,-0.1408260456827061,C,0
0,3,1,-0.3624745864489434,-0.4962194253119416,S,0
0,3,1,0.18920324967569047,-0.2339686899136056,S,0
0,3,1,-0.2048523475561909,-0.5113816810743833,S,0
0,2,1,-0.9929635420199536,0.6798359772541261,S,0
1,2,0,2.395914594174226,-0.1716740117692629,S,1
1,3,0,0.6620699663539481,-0.49838494966297375,S,6
0,1,1,0.9773144441394531,0.1241136686283354,S,0
1,3,0,-0.2048523475561909,-0.49651700564494766,Q,0
0,1,1,2.159481235835097,2.3177235080773535,S,2
1,1,0,1.6078033997104633,3.15369657694313,C,2
0,3,1,-0.2048523475561909,-0.4934551549896804,S,0
1,2,0,0.031581010782937916,-0.3893325135319004,C,1
0,3,1,-0.6777190642344485,-0.4934551549896804,S,0
1,2,0,-0.5989079447880722,-0.44953516608215827,S,0
0,3,1,-0.6777190642344485,-0.4980120779204119,S,0
1,1,0,1.8442367580495922,-0.14575584035599945,C,0
1,3,0,-0.2048523475561909,-0.3644594585893751,C,2
0,3,1,-0.520096825341696,-0.4980120779204119,S,0
1,3,0,-0.2048523475561909,-0.4988331128150913,Q,0
0,3,1,0.8590977649698888,-0.3670731460925248,S,0
0,2,1,0.5044477274611955,-0.40471885087040094,S,0
0,2,1,-1.2293969003590823,0.5274605055341512,S,0
1,1,0,-0.6777190642344485,-0.16181442242267627,S,0
0,3,1,-0.6777190642344485,-0.5213165618305258,S,1
0,3,1,-0.2048523475561909,-0.49651700564494766,Q,0
0,1,1,0.7408810858003243,0.6400982468821651,C,1
0,3,1,-0.7565301836808248,-0.4969651687970653,S,0
0,1,1,2.7111590719597314,0.7112073979023562,C,1
0,3,1,-0.7565301836808248,-0.5082445390095603,C,0
1,2,0,-0.9141524225735773,-0.40471885087040094,S,2
1,1,0,1.4501811608177106,1.2700668485929698,C,1
1,1,0,2.0018589969423446,-0.1408260456827061,C,0
1,2,0,1.213747802478582,-0.0999679074304512,S,2
0,1,1,1.213747802478582,1.7733540684210047,C,2
0,3,1,-0.2048523475561909,-0.4963682154784447,S,0
0,3,1,-0.2048523475561909,-0.2173866532852554,S,3
0,1,1,0.8985033246930769,0.29195076909636647,S,1
1,2,0,-0.5989079447880722,-0.26130664219277755,S,0
0,2,1,0.9773144441394531,-0.055151592218693875,S,2
1,2,0,-0.04723010866343835,-0.1716740117692629,S,1
1,3,0,-0.2048523475561909,-0.37865009663802596,C,1
1,2,0,-2.260246342717684,-0.14030259112103277,S,3
0,3,1,-0.7565301836808248,-0.4956959707502683,S,0
0,1,1,-0.2048523475561909,1.8142122066732598,C,1
0,3,1,-0.4412857058953197,-0.4705988342316842,S,0
0,3,1,0.2286088093988786,-0.4674616921668612,S,0
0,3,1,-0.2048523475561909,-0.5024184180320319,S,0
0,3,1,-0.2048523475561909,-0.4988331128150913,Q,0
0,3,1,-0.1260412281098146,-0.4934551549896804,S,0
1,2,0,-0.835341303127201,-0.40471885087040094,S,0
0,3,1,-0.6777190642344485,-0.49838494966297375,S,0
0,3,1,0.5438532871843836,-0.32584213609770807,S,1
0,3,1,-0.6777190642344485,-0.4969651687970653,S,0
1,2,0,-0.04723010866343835,-0.22545359002337167,S,2
1,3,0,-2.253941453161974,-0.41935944472377784,S,2
0,2,1,0.031581010782937916,-0.40942456396763544,C,0
0,3,1,-0.2048523475561909,-0.4962194253119416,S,0
0,1,1,-0.2048523475561909,-0.637763689971539,S,0
0,3,1,-0.2048523475561909,-0.5024184180320319,S,0
1,3,0,-0.2048523475561909,-0.4934551549896804,S,0
0,3,1,-0.9929635420199536,-0.48247515776279987,S,0
0,1,1,1.2925589219249582,0.711058607735853,C,0
0,3,1,-0.2048523475561909,-0.4988331128150913,Q,0
1,1,0,-0.28366346700256717,1.8142122066732598,C,1
1,3,0,-0.2048523475561909,-0.3599025356586436,Q,1
0,3,1,-0.2048523475561909,-0.5082445390095603,C,0
1,2,0,-0.7565301836808248,-0.1716740117692629,S,1
0,2,1,-0.1260412281098146,-0.44953516608215827,S,0
0,2,1,0.8196922052467006,-0.1716740117692629,S,1
0,2,1,0.031581010782937916,-0.26130664219277755,S,1
0,2,1,-0.5989079447880722,-0.44953516608215827,S,0
1,3,0,-0.520096825341696,-0.48247515776279987,S,0
0,3,1,-2.273644233023568,-0.3908257931547562,S,2
1,3,0,-0.2048523475561909,-0.4988331128150913,Q,0
1,3,0,-1.6234524975909637,-0.3644594585893751,C,2
1,3,0,-2.1751303337155976,-0.2754237814844811,S,2
0,3,1,0.5044477274611955,-0.5077963758574427,S,0
0,3,1,-0.2048523475561909,-0.5077963758574427,S,0
0,1,1,-0.4412857058953197,0.8369924534808912,S,1
0,3,1,-0.2048523475561909,-0.5081692476000046,C,0
0,3,1,-0.2048523475561909,-0.4934551549896804,S,0
0,1,1,-0.2048523475561909,0.07212674298269693,S,0
1,3,0,0.031581010782937916,-0.5131743336828537,Q,0
0,3,1,-0.2048523475561909,-0.5081692476000046,C,0
0,1,1,1.8442367580495922,0.8296712602278986,S,2
0,3,1,0.5044477274611955,-0.4674616921668612,S,0
0,3,1,-0.28366346700256717,-0.4962194253119416,S,0
1,2,0,-2.253941453161974,0.10760692340954094,C,3
0,3,1,-0.2048523475561909,-0.24913094567604727,C,2
0,1,1,0.031581010782937916,0.17789324688244418,S,0
0,3,1,-0.04723010866343835,-0.4969651687970653,S,0
0,3,1,0.18920324967569047,-0.49838494966297375,S,0
0,2,1,-0.2048523475561909,-0.3680447638063157,C,0
0,2,1,1.0561255635858293,-0.26130664219277755,S,1
0,3,1,-0.4412857058953197,-0.48247515776279987,S,0
1,3,0,-0.2048523475561909,-0.4988331128150913,Q,0
1,1,0,2.7111590719597314,-0.16181442242267627,S,2
0,1,1,0.031581010782937916,2.07900133816519,S,3
0,3,1,-2.267339343467858,-0.4701506710795666,S,1
0,1,1,2.0018589969423446,1.0383664989481847,S,2
1,3,0,1.213747802478582,-0.3848508820107247,S,1
0,3,1,-0.9141524225735773,-0.48247515776279987,S,0
0,3,1,-0.5989079447880722,-0.5082445390095603,C,0
0,3,1,-0.2048523475561909,-0.5019702548799143,S,0
1,3,0,0.5832588469075718,-0.4988331128150913,Q,0
1,1,0,2.0018589969423446,1.7936702004327985,C,0
1,3,0,-0.9929635420199536,-0.49913248580070585,Q,0
0,1,1,2.159481235835097,1.9888452531800018,C,1
0,2,1,-0.835341303127201,-0.44953516608215827,S,0
0,3,1,-0.2048523475561909,-0.4969651687970653,S,0
0,2,1,-0.5989079447880722,-0.0730781183033968,S,2
0,3,1,-0.28366346700256717,-0.49838494966297375,S,0
0,3,1,-0.3624745864489434,-0.5081692476000046,C,0
0,2,1,-0.28366346700256717,-0.40471885087040094,S,0
0,1,1,0.2680143691220667,-0.16181442242267627,S,0
1,1,0,0.7408810858003243,3.150783516454366,S,0
0,3,1,-0.520096825341696,-0.5113816810743833,S,0
1,2,0,-1.387019139251835,0.06137082733187515,S,3
0,1,1,1.2925589219249582,0.7820171759369329,C,0
0,2,1,-0.04723010866343835,-0.1716740117692629,S,1
0,2,1,-0.6777190642344485,-0.40471885087040094,S,0
1,2,0,1.4501811608177106,0.02103614364129356,S,2
0,1,1,0.7408810858003243,-0.10534586525586208,C,0
0,3,1,-0.2048523475561909,-0.5082445390095603,C,0
1,3,0,-0.835341303127201,-0.3555696943039709,C,2
0,3,1,-0.2048523475561909,-0.4962194253119416,S,0
0,1,1,0.031581010782937916,-0.1716740117692629,S,0
0,2,1,0.18920324967569047,-0.40471885087040094,S,0
0,3,1,0.7408810858003243,-0.5081692476000046,C,2
0,2,1,-0.3624745864489434,-0.0730781183033968,S,0
0,3,1,-0.2048523475561909,-0.5081692476000046,C,0
0,2,1,-0.9141524225735773,-0.44953516608215827,S,0
0,3,1,0.18920324967569047,-0.5018949634703586,S,0
0,3,1,-0.2048523475561909,0.6090261992195495,S,10
1,1,0,2.2382923552814735,8.546519077783444,C,1
0,3,1,-0.2048523475561909,-0.3778290617433466,S,2
1,3,0,-1.07177466146633,-0.5006257654235616,S,0
0,2,1,-0.28366346700256717,-0.40471885087040094,S,0
1,3,0,0.6620699663539481,-0.5081692476000046,C,0
0,2,1,-0.4412857058953197,-0.3957555878280495,S,0
1,2,0,0.11039213022931418,-0.26130664219277755,S,0
1,1,0,1.213747802478582,0.49803052766089445,C,1
0,2,1,-0.3624745864489434,-0.44953516608215827,S,0
0,2,1,-0.9141524225735773,0.6798359772541261,S,0
0,2,1,1.528992280264087,0.5274605055341512,S,3
1,3,0,-2.319354682302466,-0.26892541577877627,S,3
0,1,1,1.6078033997104633,-0.1716740117692629,S,0
1,1,0,2.31710347472785,0.2850795316480999,S,2
0,3,1,-0.2048523475561909,-0.49651700564494766,S,0
0,3,1,-0.2048523475561909,-0.4988331128150913,Q,0
1,3,0,0.031581010782937916,-0.35900620935440847,S,1
0,3,1,-1.1899913406358942,0.6090261992195495,S,10
1,2,0,-0.4412857058953197,0.025593066572024994,C,2
1,2,0,0.11039213022931418,-0.26130664219277755,S,0
0,3,1,-0.2048523475561909,-0.48247515776279987,S,0
1,1,0,-0.3624745864489434,0.3561133912587352,C,1
1,3,0,-0.2048523475561909,0.6090261992195495,S,10
0,3,1,-0.2048523475561909,-0.37857659788107867,C,1
1,3,0,-0.5989079447880722,0.07369531401510841,S,0
1,1,0,1.213747802478582,0.4270719594598148,C,1
0,2,1,-0.04723010866343835,-0.3893325135319004,C,0
0,2,1,-0.6777190642344485,-0.43160863999745536,S,1
1,1,0,0.11039213022931418,1.7733540684210047,C,0
0,1,1,1.528992280264087,-0.637763689971539,S,0
0,2,1,1.1349366830322056,-0.40471885087040094,S,0
1,1,0,1.9230478774959683,0.8296712602278986,S,2
1,1,0,1.213747802478582,4.065708591502392,C,0
1,3,0,-0.5989079447880722,-0.48247515776279987,S,2
0,2,1,-0.6777190642344485,-0.43160863999745536,S,0
0,1,1,2.0018589969423446,0.2585626142636073,S,0
0,3,1,-1.938696975376469,-0.0750948524879259,S,6
0,3,1,-0.2048523475561909,-0.4988331128150913,Q,0
0,3,1,-0.28366346700256717,-0.49651700564494766,Q,0
1,3,0,-0.2048523475561909,-0.3778290617433466,S,0
1,3,0,-0.835341303127201,-0.3491466200078219,S,1
0,2,1,-0.2048523475561909,-0.4069596666309888,S,0
1,2,0,-0.4412857058953197,0.5274605055341512,S,3
0,3,1,-0.4412857058953197,-0.49838494966297375,S,0
0,2,1,2.159481235835097,-0.40471885087040094,S,0
0,3,1,-0.6777190642344485,-0.4988331128150913,Q,0
0,3,1,-1.8598858559300926,-0.2599621527364248,S,4
0,1,1,-0.520096825341696,1.0383664989481847,S,0
1,1,0,1.6866145191568396,0.06854143776575629,S,1
0,3,1,-1.3082080198054586,-0.2747515367563047,S,2
0,2,1,1.3713700413713346,-0.44953516608215827,S,0
0,3,1,-0.04723010866343835,-0.24293195295595707,S,4
1,1,0,-0.9141524225735773,0.4378278751106366,S,1
0,3,1,-0.4412857058953197,-0.5077963758574427,Q,0
1,1,0,1.4501811608177106,0.7820171759369329,C,2
0,3,1,-0.5989079447880722,-0.49838494966297375,S,0
0,3,1,0.11039213022931418,-0.49913248580070585,Q,0
1,1,0,0.031581010782937916,2.3177235080773535,S,0
0,2,1,0.6620699663539481,-0.26130664219277755,S,1
1,1,0,-0.5989079447880722,0.4270719594598148,C,1
0,1,1,-0.9929635420199536,0.20657568861796888,S,0
0,1,1,1.0561255635858293,-0.1408260456827061,C,1
0,2,1,-0.7565301836808248,-0.38925722212234465,C,0
0,2,1,-0.520096825341696,-0.44953516608215827,S,1
0,1,1,1.6078033997104633,3.15369657694313,C,2
1,3,0,-0.2048523475561909,-0.49935656737676465,Q,0
1,3,0,-2.0963192142692213,-0.3908257931547562,S,2
1,3,0,-0.2048523475561909,-0.4988331128150913,Q,0
1,1,0,0.5832588469075718,0.9756236576517244,Q,1
1,3,0,-0.1260412281098146,-0.49838494966297375,S,0
0,3,1,-0.2048523475561909,-0.4934551549896804,S,0
1,1,0,0.7408810858003243,1.31443500065261,C,0
0,3,1,0.7014755260771361,-0.5077963758574427,S,0
0,3,1,-0.2048523475561909,-0.4934551549896804,S,0
0,3,1,-0.2048523475561909,-0.23695704181192556,C,2
